,acousticness,danceability,energy,track_id,instrumentalness,liveness,speechiness,valence
258,0.00874,0.417,0.543,1g6iLrzuQkTLAD1ix5Y7Ps,0.671,0.122,0.0371,0.238
259,0.458,0.582,0.314,5KBiox7vnG3cnljh8MPBp8,0.342,0.0986,0.313,0.427
260,0.205,0.61,0.502,48vqTPQP8MFEc4pb79hYNe,0.462,0.145,0.0483,0.381
261,0.645,0.777,0.27,2PJp7aGjxb8FOphZfKf5ke,0.952,0.0937,0.0422,0.468
262,0.41,0.661,0.484,0e78IUxfFyuZktSOurrq82,0.752,0.158,0.0678,0.524
263,0.0916,0.655,0.397,0fu6QCeAALww4XjycTdUyW,0.722,0.122,0.0472,0.0914
264,0.362,0.445,0.471,28RgNB3KlLcjGrWSxLGutK,0.00562,0.661,0.0307,0.0742
265,0.903,0.832,0.312,2fl3B3CzDwcj7JFwWSv1pY,0.94,0.112,0.0542,0.633
266,0.052,0.649,0.923,6JYYe9tJOcrEtQE2BY5Jzo,0.788,0.879,0.052,0.865
267,0.0583,0.512,0.432,0qIE7hBRq4zt9G8b1VtaVm,0.702,0.375,0.143,0.235
268,0.137,0.281,0.918,7jmEJsrrDoCQa8k0eqGw0S,1.86e-05,0.389,0.355,0.357
269,0.0759,0.678,0.803,2PCzTY9yGrzibxqm3VFWTA,7.11e-06,0.127,0.115,0.61
270,0.46,0.587,0.587,41NUD5lU6kPJiVbRY3Ajlx,0.267,0.184,0.0565,0.159
271,0.301,0.655,0.565,6gBqJTftwLluTiqWLvsvv9,0.0984,0.0741,0.0587,0.191
272,0.828,0.602,0.493,0AnILs0ZtjlTCJ636WooPX,0.337,0.333,0.243,0.228
273,0.405,0.652,0.796,1bUJFWaVB0B94oXENA5fM9,0.00988,0.152,0.194,0.47
274,0.88,0.547,0.37,0ewnCQcxVxKc50qIUyqGM2,0.901,0.101,0.0372,0.0886
275,0.383,0.59,0.432,0O8lPdpJDM2u9OYFxwnW4Q,0.904,0.0805,0.21,0.454
276,0.0136,0.739,0.482,5bHcWqJ3GwfiZ1vhK96Cc2,0.897,0.351,0.0601,0.359
277,0.834,0.556,0.227,58pw1pVDI4KAgYbS1nh8De,0.8,0.0874,0.0856,0.165
278,0.0355,0.434,0.728,7jFnXRTLFNLCoTnfn2C9we,0.000734,0.194,0.0745,0.258
279,0.169,0.564,0.718,1BzzkN2Bc8OFdCOrBrFLmN,0.000976,0.182,0.0471,0.347
280,0.464,0.522,0.464,6sYaUqXFlkGgWrQaFFPuXb,0.205,0.469,0.178,0.148
281,0.137,0.777,0.577,0SAV72Lmm9Q4vkcMwgCJR6,0.888,0.251,0.0556,0.392
282,0.321,0.658,0.671,4ICxE6P3ltlOMP9JhnUBRr,0.929,0.428,0.0398,0.786
283,0.45,0.762,0.522,6Vv0mO1JBb2rMj1iTm2buD,0.925,0.131,0.0334,0.227
284,0.11,0.418,0.652,0LepA2lOiKhKKDsb27P39G,0.535,0.354,0.0748,0.607
285,0.495,0.308,0.354,7F7Q6DUKDwlllOD130sKJB,0.365,0.124,0.242,0.185
286,0.00409,0.267,0.91,4Vfs046cJ4foUV2mqB6vHU,0.0,0.115,0.244,0.556
287,0.108,0.746,0.571,1vhM5R8NlVIoFG26Mk9HEh,0.00143,0.178,0.0984,0.45
288,0.351,0.416,0.62,0AGbFuDcRXdR4NcNVtZol5,0.00366,0.491,0.473,0.529
289,0.0552,0.562,0.673,6J9CBKXEFGmlZ0LY5k1dCu,0.0441,0.104,0.0283,0.181
290,0.775,0.726,0.338,5xTUuzUrXhvhgjl4DHZfYm,0.923,0.117,0.0401,0.455
291,0.2,0.703,0.322,6oyZ3DiYsBNWA04f752vrG,0.907,0.108,0.0709,0.596
292,0.0292,0.756,0.761,20XyCtN4HMiL1BsvXyengf,0.686,0.881,0.0961,0.962
293,0.0297,0.629,0.639,30sJMUqHFLshQzc0qWwZL3,0.622,0.294,0.0422,0.338
294,0.626,0.644,0.43,0f8CVdckJxIcBoyOmoB1Y3,0.604,0.157,0.037,0.183
295,0.794,0.7,0.361,4NB3n2NBFRSnWMIrfHa0gr,0.759,0.0851,0.044,0.176
296,0.00753,0.654,0.848,6JpscWoBfKqngJPS2REYfJ,0.644,0.245,0.0325,0.518
297,0.176,0.686,0.399,0BlZZkf8KNisIlaOQ6uvHk,0.961,0.0706,0.054,0.949
298,0.524,0.809,0.656,75ZoDBdTAO9e896PtMsbnG,0.00455,0.075,0.297,0.786
299,0.56,0.268,0.582,242vrIt51Rk4EPfqqe8uvp,0.0321,0.141,0.127,0.351
300,0.113,0.646,0.66,2uiA8WfTZajb9o3ygYlBew,0.849,0.215,0.113,0.472
301,0.0127,0.835,0.359,39kdh6z0m3UNDfBqLLiXcz,0.628,0.112,0.0685,0.389
302,0.097,0.613,0.609,5TjGmfwXY81jHBrC7tJKIj,0.172,0.119,0.0421,0.696
303,0.169,0.861,0.575,2AQBJ8xBvhK4WzE1RYrKXa,0.000142,0.391,0.0476,0.846
304,0.0242,0.534,0.711,3r9bq08WDb4D1e782Xc2eJ,0.741,0.358,0.0311,0.875
305,0.336,0.748,0.381,3G9DavtROiqQKuWZf8Zc1K,0.818,0.121,0.0628,0.75
306,0.714,0.774,0.301,0NFRC8tnkn3qyjVRTcRQ3Y,0.0753,0.108,0.254,0.501
307,0.351,0.758,0.528,3dpHzehm6VX2SLDwtWj9LM,0.53,0.0708,0.0612,0.845
308,0.383,0.622,0.508,2gBgpXUhVfEIXM9SvzkyIb,0.171,0.188,0.147,0.651
309,0.173,0.643,0.356,7ttiUCeSRrB2UqI2OF5cW5,0.0121,0.208,0.2,0.38
310,0.649,0.705,0.684,19m05aQU0LhiLH1uBT4FpI,0.854,0.101,0.0389,0.829
311,0.125,0.378,0.849,5uAt78TdNivjrKfGBo5nsp,0.326,0.0933,0.0918,0.415
312,0.034,0.748,0.583,0IlFiiy0G5XOEpR4WL9i5S,0.891,0.104,0.0654,0.594
313,0.539,0.837,0.628,4EIWoKdd892G87L9tmk3qI,0.926,0.115,0.0591,0.947
314,0.0353,0.826,0.71,4LqoxlqDm7J8itg9najsaA,0.00533,0.151,0.112,0.576
315,0.039,0.695,0.837,2OswJNyCJzLeAaJ5ZcCCwY,0.241,0.767,0.078,0.804
316,0.0224,0.374,0.669,3nyLvyC9b9dfjUVwOl8Rt5,0.00108,0.0818,0.406,0.35
317,0.44,0.891,0.747,1VO6a4peZhugos1N8XmREd,0.277,0.205,0.0768,0.704
318,0.0536,0.565,0.614,6wE9qLKJu7DovH54rvrSVs,5.99e-05,0.0696,0.397,0.529
319,0.026,0.711,0.665,2jmuznDHH1QEun6UZbIeie,0.00738,0.246,0.117,0.518
320,0.907,0.518,0.405,7n0G1ajNBip13HjadY0oFx,6.73e-05,0.147,0.181,0.177
321,0.745,0.565,0.427,2sLO22lacNt7fQguWaBKRo,0.224,0.0989,0.0454,0.49
322,0.621,0.679,0.427,5C4sp6JprCFTO9ZQcg4qXs,0.564,0.102,0.0753,0.301
323,0.75,0.5,0.311,4XE9Ggjr33rRGbjDHbGaTQ,0.899,0.109,0.044,0.0398
324,0.434,0.607,0.698,7b89y44CZoZD0egm6uyN3V,0.166,0.106,0.0429,0.431
325,0.0149,0.747,0.498,30WzFS9DfKCaCXuuz66P84,0.000245,0.134,0.0398,0.586
326,0.889,0.613,0.427,0Y30sCKxtNQ2MRpl00aA03,0.0279,0.129,0.221,0.467
327,0.748,0.627,0.5,3AfZ9t4IDf6Q5QArBtMsTP,0.704,0.127,0.0398,0.562
328,0.503,0.56,0.264,5NiKic5j4TWoqS2J4iQTCt,0.0744,0.507,0.261,0.778
329,0.229,0.685,0.783,2nw9asAKlCdUf8LTJxHaXk,0.768,0.0887,0.0835,0.854
330,0.446,0.784,0.626,3Q5uu90ueSV1hk1bIKYBKu,0.597,0.135,0.245,0.63
331,0.183,0.773,0.435,1WQ8kLTgd8h1Fj93Jp9JmM,0.607,0.0837,0.069,0.384
332,0.0136,0.796,0.498,40LdkY3tDfhOooaQ8bRgVI,0.682,0.104,0.0503,0.868
333,0.179,0.737,0.421,0HyLnXBesxfe7ZcGXaQ0RG,0.89,0.112,0.0545,0.466
334,0.23,0.64,0.627,70PV0oeGhknr1ygjwt40KO,0.82,0.129,0.0796,0.178
335,0.359,0.635,0.521,7EIen6oSbM6TPLBNJPm8cY,0.908,0.201,0.0347,0.7
336,0.253,0.761,0.663,0XuWLpllnwmIBxdHLoRKm1,0.0138,0.671,0.0792,0.653
337,0.00806,0.603,0.83,6YLE0nku9UuE9ldi34SYQC,0.172,0.162,0.0584,0.711
338,0.525,0.78,0.49,35IXkRCdddh34LeFeDEbif,0.267,0.324,0.278,0.628
339,0.442,0.668,0.544,1es71gP1Ljrf6KVvqR1T75,0.857,0.141,0.0569,0.36
340,0.967,0.485,0.31,30G1X4nQJQNDjdGdzQZAek,0.87,0.332,0.064,0.211
341,0.0279,0.787,0.52,48BbmuVrwSGLADx8pytVZv,0.76,0.089,0.042,0.586
342,0.0158,0.529,0.514,6I44bvKujNwR4bjPU7hCkE,0.174,0.255,0.0246,0.426
343,0.174,0.59,0.788,7EYh98GLF6aOwS3Aw0bEiU,0.76,0.487,0.0483,0.773
344,0.307,0.727,0.6,7bQ585tb4fd6HnCsCFXGRy,0.0469,0.0836,0.0393,0.624
345,0.315,0.46,0.354,4x5zVgBz6Al9vClDnup0wI,0.00877,0.159,0.0811,0.355
346,0.00559,0.712,0.798,7czdgIxgntsxFAXTASg5Jc,0.01,0.691,0.129,0.343
347,0.849,0.568,0.584,0rvgGiIKX9EqH85S6RD83o,0.897,0.0544,0.0338,0.515
348,0.0117,0.869,0.443,5rZsEgwVNZ2sem9qRMU1Pw,0.73,0.152,0.0947,0.589
349,0.16,0.805,0.392,0QauAplVsgqQG6Vkp4bEvk,0.876,0.104,0.0486,0.495
350,0.1,0.635,0.571,3rMQz6lBPQK3gsSgPJvav6,0.00674,0.234,0.0303,0.307
351,0.187,0.603,0.469,5l1deuLMR3ZqRAdq5SpVeE,0.738,0.0932,0.0553,0.705
352,0.311,0.745,0.632,2UjREVxdXid4J4mERS4ZvE,2.25e-05,0.271,0.327,0.838
353,0.279,0.674,0.246,4SMUJFH3FL7h1klpwaiESX,0.922,0.0751,0.0662,0.678
354,0.0178,0.506,0.586,1Rgk0wHacbqqxDjrBWr38Z,0.482,0.0753,0.0528,0.491
355,0.348,0.74,0.477,5dYAXtlAkKVE2I4PYMyHie,0.276,0.0918,0.0598,0.527
356,0.444,0.675,0.495,0kuTRDo4UHRH1UM9ycnMCh,0.964,0.162,0.0957,0.718
357,0.028,0.515,0.517,1uHrEDdAStukIgmfWL3ESX,0.129,0.242,0.0654,0.72
358,0.165,0.579,0.621,15GzF8ssEHUXh1C1ht8SaJ,0.0135,0.0754,0.201,0.479
359,0.78,0.703,0.386,3UWJoy1L9uKn9wbp5rglFp,0.0093,0.201,0.11,0.737
360,0.754,0.713,0.331,2xRTlnCsKHtnCahchPso2L,0.901,0.0968,0.055,0.44
361,0.907,0.682,0.265,18BMwSjxO0AC0VxWG2THAR,0.933,0.132,0.0513,0.646
362,0.872,0.742,0.384,1NE3RGTUNgdptVMfKQFoK8,0.00305,0.132,0.043,0.354
363,0.938,0.649,0.515,6wf1Av65qe8zhaXrHiKy2P,0.642,0.123,0.0422,0.192
364,0.377,0.801,0.626,5YW0FJdrpTWJD3AQnjw1YT,0.811,0.153,0.0674,0.277
365,0.405,0.399,0.647,47spVBX0iauZIumw3b9HdC,0.847,0.0929,0.0371,0.725
366,0.636,0.534,0.872,2ADuRwHEoSQAKdPssvRqyj,0.913,0.103,0.0663,0.712
367,0.714,0.738,0.333,1YIkM8lJhoNz4n8vnWnL5z,0.217,0.109,0.481,0.485
368,0.711,0.681,0.634,1as1HN1p45h1NxBzXDiyVm,0.181,0.132,0.0436,0.819
369,0.114,0.709,0.778,6zhh4XJm5xZakYqJe5gQgQ,0.323,0.218,0.0361,0.723
370,0.325,0.493,0.727,0I1DaBtHPSw9AD8jMEQxMY,0.851,0.18,0.0485,0.219
371,0.13,0.762,0.514,69lNBP8Zc0PXj3Z8XnaJRN,0.634,0.293,0.0951,0.687
372,0.466,0.791,0.564,0m01nK93kMYhuCeoBRKnnL,0.021,0.214,0.114,0.898
373,0.835,0.547,0.398,62C8S0o4c0C5sM44P7fNqU,0.707,0.123,0.0339,0.367
374,0.412,0.556,0.347,7udBN4QLX0JOHCujK6197C,0.837,0.114,0.0417,0.0837
375,0.411,0.61,0.441,5OQdIcgjpzw4XsmGnDaxU0,0.884,0.116,0.0371,0.753
376,0.582,0.773,0.6,69LKbdumcftmtUn8aQ2E0v,0.831,0.0777,0.216,0.356
377,0.323,0.715,0.55,5MbMosoR0maybUdtx9bSdP,0.873,0.114,0.0273,0.821
378,0.647,0.741,0.42,3dLwdgBYv1BEcO3QtMz2ot,1.86e-05,0.115,0.344,0.524
379,0.357,0.748,0.4,3GGu9Ic9jIn4AiF0vGjb5H,0.825,0.377,0.0687,0.877
380,0.389,0.742,0.553,2hwOoMtWPtTSSn6WHV7Vp5,0.0,0.0694,0.419,0.508
381,0.0375,0.685,0.867,2MXqDw2dGXOXnLs3VUIZUy,0.0175,0.315,0.0416,0.841
382,0.387,0.636,0.465,7vf0v8oiStZKGVqB5gpt3V,0.732,0.253,0.0306,0.529
383,0.00385,0.6,0.697,7vyKK8WAJae6kof7q7VvDA,0.877,0.15,0.0617,0.294
384,3.38e-05,0.6,0.8,2ij07NOeUSz1bbZtlclZlk,0.969,0.132,0.0434,0.601
385,0.789,0.764,0.397,6B15e770JJqINmvWW8xTq6,0.674,0.11,0.0794,0.498
386,0.521,0.676,0.92,2OcodFJHsEKkBdlma3ksQk,0.693,0.306,0.072,0.0364
387,0.764,0.635,0.466,6Zdk2MjRX7dkrXFhWawR56,0.533,0.138,0.038,0.381
388,0.0297,0.766,0.548,0BHEnSztMRi4FAw8A0auPD,0.00932,0.463,0.182,0.613
389,0.374,0.727,0.459,43A19845VkpJ1BhbmtIsYv,0.0429,0.105,0.223,0.662
390,0.0161,0.78,0.904,7eIf1WfUM3PELIRo8SPfqs,0.85,0.147,0.0468,0.965
391,0.38,0.76,0.473,4bym2ZrbOpDsUw2TpCOhhL,0.873,0.11,0.087,0.495
392,0.0506,0.565,0.379,117M37r70nqoIS5GBhX6iu,0.809,0.103,0.0335,0.225
393,0.18,0.817,0.776,62lCofspSBRnA0TSX2o3VR,0.102,0.0989,0.0981,0.408
394,0.293,0.72,0.441,5iCnacXlw0FI6VI1njKyTj,0.911,0.224,0.0352,0.969
395,0.0276,0.485,0.418,7zLZZGfplh3s4XKJGBwlUh,0.829,0.123,0.0293,0.316
396,0.464,0.557,0.374,7qhYpwudoBCjnNwXo0jGAS,0.623,0.694,0.0411,0.766
397,0.101,0.368,0.59,3cTWJ1DSQnjJ7QZcp8hRih,0.825,0.194,0.0407,0.414
398,0.616,0.661,0.391,4SkTfsjWUy2rp40d2Ayfmv,0.856,0.0878,0.0413,0.256
399,0.277,0.839,0.798,1piprDmcFKiJWn8wUmUVPt,0.263,0.0321,0.145,0.766
400,0.858,0.501,0.314,0YJNc6Qo5HQm5iVVElsur6,0.775,0.113,0.0938,0.473
401,0.702,0.452,0.507,6MGVA7T6oJJwHHi4enoGBu,0.771,0.292,0.0983,0.535
402,0.739,0.767,0.532,49VY7zaIgfNI96qdK1Xi2l,0.903,0.133,0.248,0.0723
403,0.12,0.613,0.622,5wuyoy2WHDcJSqFWWEOgJx,0.891,0.186,0.0357,0.151
404,0.783,0.586,0.504,6TvbBiIExik6lh3GAaahPJ,0.84,0.125,0.0892,0.207
405,0.0853,0.809,0.655,01SaZzWC7UgAuYBmk8tjm0,0.385,0.151,0.181,0.458
406,0.137,0.225,0.727,0WywlY00pAWlwsjAOFzUAr,4.66e-06,0.872,0.133,0.729
407,0.869,0.541,0.277,5Use6EepmS9Z7wAUPy3Kp4,0.00923,0.722,0.0324,0.655
408,0.154,0.702,0.545,188qqXGhnEfxnDwTBgS24u,0.896,0.299,0.0544,0.386
409,0.00112,0.531,0.491,71ku7A9rpKakSuM42t4vbp,0.918,0.0759,0.0274,0.725
410,0.716,0.693,0.586,0A6ExIwDvSnTWY1YSdPo8J,0.88,0.125,0.0874,0.655
411,0.405,0.643,0.589,0cVEDtniLqljEDnZP4KSxC,0.869,0.22,0.0343,0.296
412,0.00237,0.732,0.29,1i5ZOhTJ1VmStAwNHK5TBf,0.851,0.0955,0.0544,0.314
413,0.637,0.522,0.744,1jY1bqCGkC8QFwifBAiRLW,0.651,0.135,0.431,0.874
414,0.0585,0.897,0.501,1UuLgIZIUIfgRVXhKmUAqD,0.00689,0.0792,0.221,0.804
415,0.126,0.575,0.673,56v6HRVLPEy380Om6OwgxQ,0.893,0.087,0.0442,0.48
416,0.0164,0.67,0.941,4FN4hAK4kq5ttUabGY4FV8,0.676,0.109,0.0648,0.497
417,0.344,0.637,0.782,0YR2ZojS16uPxjABF0tn6p,0.894,0.327,0.0362,0.183
418,0.00989,0.786,0.751,0wneVxea7lv2PYkft6bKov,0.93,0.0627,0.0495,0.827
419,0.037,0.68,0.718,4pisjFv269FiNKKOCzU8DN,0.787,0.0823,0.043,0.092
420,0.0658,0.809,0.465,4TLeum3qIgEKIKjh91TsYA,0.929,0.128,0.0725,0.673
421,0.0103,0.637,0.598,2Qh3cOwjmXpVT6iJBjxY33,0.377,0.0993,0.035,0.108
422,0.145,0.806,0.85,3EIBZTUU1ouuqCQA0cQunX,0.872,0.066,0.0423,0.157
423,0.000507,0.675,0.677,1rk84DfoXRbBKtrJC8Rf2M,0.808,0.349,0.0425,0.0387
424,0.00339,0.823,0.82,4P6Sfa3QKvQdSIjQoZVmKC,0.853,0.0743,0.0407,0.317
425,0.0125,0.911,0.651,6wxuhbfpF6zqZPOqzSPQBy,0.451,0.108,0.26,0.688
426,0.0145,0.861,0.601,5wZ1id5RnqwC9KOYNx4vKW,0.853,0.0559,0.11,0.276
427,0.848,0.34,0.683,4e0YtDwcwZuf8FCdjaMDWs,0.932,0.151,0.0438,0.169
428,0.0443,0.799,0.818,2odeBencPKlXKsB1z0ilZF,0.92,0.0976,0.0623,0.509
429,0.000733,0.297,0.491,1lzqDjXyj1yMNUScqaBtR7,0.866,0.0991,0.0391,0.511
430,0.000136,0.61,0.704,2FSlVvluuYjufiR7nlptwz,0.96,0.0999,0.0291,0.172
431,0.00544,0.664,0.808,5374s45gAQkMpLKW3Lh7rg,0.93,0.0522,0.0447,0.356
432,0.0415,0.586,0.758,4XzRZ5YB7jeY1Whn7s0edo,0.00293,0.0763,0.0754,0.264
433,0.00441,0.872,0.675,5YIagPapGGOoNGPMNf3rr7,0.845,0.0715,0.22,0.581
434,0.286,0.569,0.811,0QdEE8t5QbgfoOunlN0BnC,0.0136,0.353,0.24,0.15
435,0.00123,0.77,0.566,2rFyNXYFXsE3T4g8iRDYEp,0.902,0.143,0.0624,0.194
436,0.0527,0.665,0.758,2XEeKQMVeaCUVssj3ZBGGL,0.922,0.0978,0.0407,0.485
437,0.275,0.672,0.682,3uDutdpa8P5nDLVmOh0CfM,0.877,0.11,0.0492,0.489
438,0.44,0.68,0.484,4KyEeZwIuoFH0n68qvl35b,0.905,0.176,0.0761,0.0723
439,0.0375,0.612,0.903,0sKRKyoxV8K4evaaJKCNat,0.899,0.179,0.0381,0.491
440,0.0147,0.705,0.773,3sdLbza2Dux2AIp3BXjSZL,0.283,0.128,0.0701,0.285
441,0.0409,0.715,0.832,1DwarZ8cFZfE8VWOBd8c6X,0.266,0.138,0.0505,0.38
442,0.577,0.658,0.826,3CuxLNOhtfpAqsKQkjgBrR,0.87,0.0949,0.144,0.463
443,0.0446,0.86,0.467,3QsXTFAvWcnsspOHy1KVY4,0.838,0.0839,0.0821,0.745
444,0.00012,0.822,0.585,4waVSC9eSkrt6RxJK3DhwW,0.138,0.0567,0.0691,0.213
445,0.00856,0.695,0.759,62dHSlq2JM8VD15EHkk5MM,0.744,0.092,0.0346,0.591
446,0.296,0.641,0.563,4gx9edHLyQtb69ibMUyTxJ,0.924,0.122,0.0566,0.171
447,0.00317,0.709,0.74,4hWg1FRRVNzxitHvP02zAb,0.797,0.127,0.04,0.272
448,0.0106,0.669,0.823,1tCKkQ602lTzojiciUXXuG,0.955,0.0944,0.0434,0.0439
449,0.000253,0.586,0.778,0HkSTGJNKjj4Vl9uGA8cZ1,0.717,0.121,0.0367,0.18
450,0.00256,0.764,0.618,2fzQG02FR0sKBUeZ2Q4VSk,0.893,0.135,0.0568,0.401
451,0.095,0.748,0.678,6cSN6SM6xPaC5tm3Fn4Fce,0.865,0.0427,0.0404,0.657
452,0.0385,0.552,0.849,7yPrF9oXgFuL80MbHThm7C,0.948,0.173,0.0499,0.274
453,0.00398,0.823,0.35,1d4GyFxMJfxaLLY6vRKxY5,0.854,0.326,0.0762,0.448
454,0.00849,0.722,0.6,3HUmd6a0ADN4WysBEyKh2Y,0.605,0.0722,0.046,0.319
455,0.0169,0.822,0.693,2g7kwYBHS4lQ7ZBeFVOFSD,0.88,0.0944,0.045,0.355
456,0.687,0.674,0.469,2dpJa0sxDOZPOIFCrKvk0c,0.828,0.162,0.0456,0.158
457,0.201,0.844,0.353,3r5L1JbOIOlbwOpCt1KOBc,0.833,0.0991,0.0737,0.0618
458,0.00925,0.656,0.805,7JfUssYTYpJHgShPljLjLj,0.852,0.131,0.0394,0.429
459,0.0014,0.747,0.746,3xJFWoofq8u6Caw2EsFDiz,0.0613,0.162,0.171,0.305
460,0.799,0.722,0.457,2kxxhcjzFYfpljZoE9eb4F,0.847,0.113,0.0559,0.391
461,0.376,0.677,0.451,3fdxO0WSeE1uHWOarJURuf,0.714,0.34,0.0434,0.358
462,0.282,0.71,0.773,4FnbmLIXcEUQZ23sfzrk0v,0.32,0.0972,0.156,0.336
463,0.773,0.587,0.691,70GBnWr5S9pNvdG24uMNrl,0.223,0.275,0.234,0.384
464,0.00952,0.734,0.612,1hfPGcEqXwvVxs2sbOObDN,0.893,0.142,0.0411,0.398
465,0.31,0.735,0.665,6p5AlZEi8UGvOcX7Id0f0x,0.962,0.142,0.04,0.133
466,0.00301,0.675,0.811,6KSo1lI5GUtlvksaDWM7ZO,0.0413,0.126,0.0629,0.271
467,0.0237,0.529,0.739,3AuSogI89rld1KqfUpL3Np,0.607,0.171,0.0718,0.138
468,0.386,0.715,0.296,3TwE6vk8fHAARiz2B9LwyC,0.835,0.0535,0.462,0.0799
469,0.0188,0.62,0.442,4nXjANesQwFooYaRUTDzbR,0.385,0.149,0.0292,0.11
470,0.515,0.479,0.631,38tLZTFMlXVGFn8hrRDRnK,0.815,0.0997,0.0507,0.143
471,0.143,0.506,0.788,3g5ScmIyys6e7wq30hhqqH,0.609,0.0468,0.0772,0.288
472,0.0447,0.765,0.418,2IqcvD1oplq1dVl9s2j0BD,0.857,0.0695,0.124,0.353
473,0.172,0.796,0.531,5jp7ZN1g4SfNncjXXmQSeh,0.918,0.117,0.0454,0.0358
474,0.00651,0.772,0.587,4RGWOD71QhTEdOHlnsdQH2,0.731,0.151,0.127,0.442
475,0.0246,0.674,0.421,6xjUqDBKohtu8pNpW3trZH,0.825,0.0726,0.0442,0.156
476,0.0327,0.766,0.584,7CHmTJjMFTGxnEtABKrUr9,0.828,0.088,0.0442,0.167
477,0.38,0.685,0.486,5QxSjMyZWPQk0dN8NxXb7G,0.877,0.108,0.0426,0.195
478,0.0563,0.69,0.63,3boO8V8sT6jSktZpRHnsdb,0.866,0.111,0.0417,0.293
479,0.066,0.526,0.787,53NckLEB75IEexhzgZthZ1,0.897,0.173,0.0291,0.219
480,0.01,0.717,0.548,2nVUr817cXUuHrsUF4bmr7,0.719,0.0946,0.0561,0.126
481,0.24,0.777,0.73,7DYzKvNj2Pvuzyjz7YHmNI,0.819,0.317,0.0437,0.0595
482,0.141,0.657,0.584,3vc6u0eaPIsctv1VpYeFJa,0.915,0.106,0.173,0.209
483,0.324,0.668,0.727,0TPI2OKla5SwqlPU2nG4OF,0.895,0.275,0.0395,0.35
484,0.302,0.759,0.909,0iALOYqXaVoluUIsSyDAny,0.842,0.0998,0.0373,0.47
485,0.0958,0.828,0.522,72r1P9xMY2htIvrEoUvqv3,0.881,0.076,0.0999,0.573
486,2.97e-06,0.618,0.828,4uh2VvAGd99RKIwTbR0qTS,0.921,0.139,0.0464,0.488
487,0.014,0.616,0.704,3HdUrpkAow3u2nX7ftTjOp,0.802,0.662,0.0645,0.19
488,0.416,0.809,0.634,53DnUGw53CopV3poTjaCHX,0.782,0.0752,0.0803,0.214
489,0.531,0.613,0.724,46sb6EWJU61XvInrSlyoya,0.828,0.0578,0.0583,0.356
490,0.0387,0.759,0.402,0UoXzSgRU5Igibr2Wntm9w,0.827,0.101,0.082,0.0854
491,0.762,0.781,0.615,410koNc3bay6MBXyebuHMB,0.939,0.124,0.0745,0.365
492,0.195,0.674,0.735,00dBPNbvFCu5tP2nOqDRYE,0.86,0.0845,0.0357,0.502
493,0.00871,0.683,0.869,188jXPVqZ5Yqcy5zUsfyrv,0.819,0.11,0.0405,0.164
494,0.487,0.415,0.546,3LNh54jVeIQCjQJFGXvIh0,0.455,0.121,0.192,0.152
495,0.664,0.741,0.621,7vt3bmjV7nBiXFSORkjeFO,0.699,0.124,0.0511,0.149
496,0.0025,0.779,0.649,0VNtKhOQZConLZc1GjQckk,0.889,0.0989,0.13,0.446
497,0.405,0.776,0.684,7IBrKDuBlyz3vW9JFCux10,0.559,0.0663,0.0367,0.655
498,0.00669,0.663,0.754,4hiWUrzcWsg6y2zTpqFbUd,0.894,0.0868,0.0527,0.444
499,0.0514,0.665,0.96,6IJG011g9RGp3CROAPGmO3,0.825,0.131,0.0394,0.796
500,0.0175,0.792,0.797,5qjEvGPrLRD8CO5qrYV8Q2,0.903,0.0677,0.153,0.72
501,0.453,0.702,0.526,3RF7yizTDynqcKO9EmypOy,0.887,0.111,0.0393,0.291
502,0.00186,0.608,0.687,72pYUTFDGsgcc6ebxSY0ZQ,0.817,0.101,0.041,0.0767
503,0.0883,0.765,0.58,3OImaLj1dOWWbXRR5LhMOA,0.156,0.282,0.0398,0.432
504,0.487,0.792,0.576,3EsokBbAyQVkg7LoQKc8uV,0.00325,0.0972,0.248,0.053
505,0.726,0.753,0.597,3m0TtFmt9kFZ62ytwAv60n,0.899,0.105,0.0928,0.684
506,0.0321,0.727,0.733,4Hxn9KKOHXNRZrAqZcB6Ec,0.784,0.153,0.0487,0.427
507,0.026,0.506,0.455,2hf7m4Wo4TX3LH8xbh630l,0.661,0.153,0.0431,0.237
508,0.0274,0.586,0.855,5fem3f1RhcvtOddv66MXbc,0.905,0.0828,0.0355,0.126
509,0.00779,0.637,0.635,7yJHSZuy8dGNLuTs9CWWgn,0.535,0.0877,0.0567,0.219
510,0.111,0.744,0.645,5XXTV9YNoXfMqC1OLjn7Ku,0.719,0.116,0.0433,0.256
511,0.208,0.614,0.485,6N5fKBOMPFMcEbGFf4pfHZ,0.367,0.694,0.0545,0.149
512,0.1,0.756,0.72,48uXK3d4neokwiEIUqkxNG,0.779,0.11,0.0674,0.629
513,0.00493,0.775,0.625,1VW2641aYbDzyxi70hjibj,0.669,0.0811,0.0498,0.442
514,0.0183,0.671,0.526,5gFYPS2iyiiQMMvzBlF4a5,0.84,0.299,0.0374,0.251
515,0.00944,0.541,0.745,00KZS85QPRD8dKcwPBvBLI,0.941,0.0859,0.0425,0.0772
516,0.00748,0.647,0.462,1BFUADkT4eYhYFNZsnvNOg,0.898,0.21,0.0633,0.698
517,0.116,0.663,0.415,1MHi91VKtRALu7GIAPhQt1,0.885,0.133,0.0366,0.167
518,0.0367,0.595,0.54,6mjN72fXeZwLkCDG7rHH3N,0.903,0.122,0.0347,0.226
