,acousticness,danceability,energy,track_id,instrumentalness,liveness,speechiness,valence
1919,0.0332,0.564,0.803,6Ol1aX8fDHqPy1AdLrRuly,0.933,0.0878,0.0337,0.27
1920,0.00278,0.645,0.874,2h4W1GvNF6lvydqCJUlGXD,0.769,0.0258,0.055,0.805
1921,0.202,0.704,0.787,6vXoU9YnObvGb5hPP6GyeK,0.942,0.104,0.0468,0.617
1922,0.000952,0.864,0.342,5WDY6oq6wa5fMsUUz5S21T,0.0554,0.704,0.263,0.269
1923,0.136,0.798,0.686,51M5FVXktuyTM6FYVsXrOZ,0.00543,0.0704,0.0688,0.368
1924,0.132,0.659,0.892,38UPDZD6VVLda4d8rppIsH,0.8,0.124,0.0703,0.711
1925,0.0155,0.887,0.563,1z7LvVqNpjGus2lVtbxn36,0.923,0.0636,0.0677,0.623
1926,0.256,0.66,0.712,4tPQDofr1qmip4bbWFs9Qf,0.949,0.508,0.169,0.157
1927,0.0706,0.685,0.711,6EV84s3YMoU6prWqHlMD4X,0.87,0.0327,0.044,0.582
1928,0.253,0.656,0.721,6wnvYffT5vmLgcXzpxWv3x,0.516,0.138,0.122,0.724
1929,0.0016,0.615,0.68,0ki8X1xrVCGnA5t9sqDW2f,0.295,0.072,0.0652,0.376
1930,0.446,0.768,0.569,62gvCFP2ENmOSFG35MVF1M,0.624,0.0521,0.0618,0.476
1931,0.192,0.817,0.707,6jEzD3FPcA95CsuIJtKFS0,0.409,0.111,0.0473,0.0715
1932,0.000147,0.661,0.672,5w6tiUohQaif3W4i1kSbC2,0.0599,0.155,0.0278,0.618
1933,0.875,0.302,0.371,5F7BfCrjjSPoRdjDh2h1bw,0.0002,0.388,0.0577,0.243
1934,0.103,0.521,0.58,5qmeQRCgHED1iOcrM8GfCi,0.007,0.194,0.0312,0.377
1935,0.00413,0.641,0.647,7Lw9TOtuVCEWaLFyXSBy3m,5.19e-06,0.311,0.0703,0.327
1936,0.0702,0.508,0.657,7tvZoGe1BFY8aegTXy6KcD,7.35e-05,0.165,0.0283,0.349
1937,0.000461,0.594,0.854,43NjUNxgL9UaM6PEysFui8,0.621,0.161,0.0404,0.481
1938,0.25,0.31,0.712,0MvmVAHh2afIWYGIBjrna2,5.62e-05,0.231,0.0825,0.167
1939,0.17,0.579,0.588,2n8QbbLchdC3VKZdS9GlE1,0.0,0.0641,0.0763,0.349
1940,0.419,0.663,0.769,2euQLk5353yq5czllwcbIJ,0.000849,0.11,0.0472,0.239
1941,0.103,0.622,0.83,3inoWFYIvANzeicpROiqas,1.33e-05,0.0295,0.0386,0.549
1942,0.619,0.681,0.458,536yFJF0cWSjLbRzyDfz8Y,0.00488,0.0693,0.0469,0.448
1943,0.759,0.407,0.342,02itbWKwA6u0FhiSNjaVHf,0.902,0.118,0.0306,0.0815
1944,0.00874,0.417,0.543,1g6iLrzuQkTLAD1ix5Y7Ps,0.671,0.122,0.0371,0.238
1945,0.362,0.445,0.471,28RgNB3KlLcjGrWSxLGutK,0.00562,0.661,0.0307,0.0742
1946,0.0722,0.535,0.459,0OphUDyllTx00zAlQBGzV9,0.117,0.0942,0.0645,0.0969
1947,0.304,0.456,0.791,3PWyoElY3ru0XAlATEkixz,0.763,0.261,0.0367,0.153
1948,0.00409,0.267,0.91,4Vfs046cJ4foUV2mqB6vHU,0.0,0.115,0.244,0.556
1949,0.804,0.37,0.408,1ff60tDWdcdVN6PtKQXWny,0.0279,0.678,0.0441,0.164
1950,0.195,0.52,0.581,0dDm8eyEEkDhQgUMcCR34Q,0.0,0.302,0.0521,0.432
1951,0.00238,0.236,0.84,710y4u7OcyVksST637yGha,0.204,0.303,0.0572,0.189
1952,0.0606,0.401,0.553,1l8sASv3K1oO8Op8G0bbEc,5.68e-06,0.113,0.0476,0.453
1953,0.000707,0.594,0.903,3CimWyFfjMn5nfv6uRPTnM,0.0837,0.0662,0.0435,0.328
1954,0.443,0.709,0.846,0e4eqidWu9eI5m8sWQ0U7U,0.0,0.264,0.0407,0.71
1955,0.0347,0.673,0.802,37XRZwGfChyeRIUrbrM2wM,0.741,0.12,0.0348,0.764
1956,0.00904,0.352,0.79,4UA7F1SRMC4JM08gopNWwS,0.865,0.127,0.119,0.0619
1957,0.0507,0.292,0.687,4xGvxA2OtBDObg31KbDrOU,0.000334,0.143,0.0434,0.0816
1958,0.418,0.566,0.447,0WTRfZzRKgLoJOE6oSOile,0.00443,0.114,0.0372,0.0394
1959,0.349,0.558,0.417,2rhQn3rRR1dj1PNChaovUU,0.00065,0.0729,0.0296,0.0619
1960,0.871,0.476,0.735,3F02q8GfdmRjRNNuTDN5CM,0.0982,0.162,0.0292,0.0679
1961,0.612,0.495,0.4,6cVcfeFrFyubyrKhp2eIXW,5.75e-06,0.343,0.37,0.418
1962,0.834,0.556,0.227,4hboEacHpNTLg2xPmAfjR3,0.8,0.0874,0.0856,0.165
1963,0.428,0.443,0.767,00bz5bGRGFMfACJWfhMSxx,0.864,0.115,0.0407,0.245
1964,0.418,0.566,0.447,3y8fG2oGK5sx7liKZ9oyx7,0.00443,0.114,0.0372,0.0394
1965,0.524,0.612,0.7,1dxh17Gm1YnV8IOvdUZm0o,0.788,0.116,0.0411,0.0487
1966,0.403,0.826,0.243,4X9JAGRyJnnHN3KUjq1r9C,0.703,0.108,0.0535,0.0879
1967,0.104,0.221,0.659,4e9TdPxaindTS52NKLTxIf,0.0155,0.108,0.0963,0.233
1968,0.109,0.535,0.915,0uBuclNlm4n4CCgIG2syET,0.0303,0.115,0.0889,0.362
1969,0.668,0.474,0.759,5ulj9oWyASXH2z9ooa4oC5,0.839,0.13,0.0269,0.158
1970,0.851,0.522,0.229,3BWZlFYYuro6283rygF1CH,0.000365,0.171,0.0528,0.166
1971,0.214,0.519,0.843,7eSWgAlmLPXbGxgH3RNoWh,0.000446,0.21,0.0431,0.592
1972,0.0853,0.809,0.655,01SaZzWC7UgAuYBmk8tjm0,0.385,0.151,0.181,0.458
1973,0.000461,0.594,0.854,43NjUNxgL9UaM6PEysFui8,0.621,0.161,0.0404,0.481
1974,0.231,0.62,0.925,5zJcwqrsN5Gtx5cJEMSE6z,0.826,0.533,0.134,0.271
1975,0.0125,0.675,0.78,5UOYoGQW8PFaLM3yIbZt1X,0.879,0.485,0.0353,0.435
1976,0.29,0.768,0.555,26Ya0d4mrFcAkR8DEhXeVl,0.0318,0.286,0.15,0.531
1977,0.00136,0.626,0.709,5rkuqnXIBzJMqF7zWknXsg,0.852,0.0748,0.0308,0.631
1978,0.00587,0.495,0.631,3BWAAWqgsuXdAyDwKQ5DVU,0.0066,0.163,0.152,0.606
1979,0.0378,0.445,0.69,15fz4g3aQpbnqZyaqZIcCP,0.16,0.0893,0.0737,0.0378
1980,0.0865,0.644,0.795,0bcraUXYB0XvRqW13f3ByO,0.879,0.0675,0.0394,0.222
1981,0.00119,0.677,0.54,7aNEhStd3dUVparqcdgLZS,0.17,0.266,0.0426,0.188
1982,0.0329,0.52,0.871,4KTMHVXB6oCcL40CoYXLzy,0.671,0.0579,0.0539,0.409
1983,0.116,0.623,0.622,1BahqT1VbqD625FjBF7DDO,0.0252,0.294,0.0529,0.482
1984,0.000856,0.525,0.656,3BfWsWEm0G9ArcjattJ8S2,0.427,0.22,0.033,0.217
1985,0.00737,0.596,0.723,1A3mwc8gpYTI3UNziyS5bB,0.818,0.0852,0.0415,0.218
1986,3.28e-05,0.456,0.792,0XKjc0DJ1YxHryU6wqzgjo,0.881,0.0823,0.0662,0.255
1987,0.0723,0.758,0.741,64v0J9IdbiQJwyrFhAC3Sk,0.0252,0.307,0.0526,0.133
1988,0.0349,0.774,0.28,46lIqFxc7EHA0vHgS0RRgq,0.509,0.0695,0.0468,0.554
1989,0.0206,0.482,0.586,5UW2aWPVHuM41iXDMehlym,0.03,0.106,0.102,0.271
1990,0.257,0.782,0.476,1oyckek71NGtmv2J0WoWDy,0.765,0.0797,0.0608,0.0809
1991,0.122,0.703,0.736,2EYw1867TIkTOHLWXYh7r4,0.0201,0.0951,0.161,0.383
1992,0.0349,0.896,0.75,52c8Ujo7KbBezCaieFVhUv,0.754,0.142,0.113,0.307
1993,0.0024,0.755,0.678,0jRnBCAu2SVkHIjegjmgru,0.482,0.0858,0.047,0.107
1994,0.124,0.583,0.683,2SLPkWfl57ZB4t2lFgWrzM,0.757,0.395,0.0889,0.674
1995,0.000217,0.559,0.559,1cauanuBmYBxphsdMv5nD2,0.533,0.052,0.0436,0.544
1996,0.00993,0.745,0.45,2GvEaC37K1I5CirQv124jZ,0.748,0.0865,0.05,0.304
1997,0.544,0.438,0.454,6k9qruI95VfOsENJSM4lCI,0.92,0.14,0.0412,0.166
1998,0.0332,0.814,0.384,1XevQpO0bvWTFvroTtO83r,0.824,0.113,0.0558,0.385
1999,0.0456,0.865,0.592,312yaJwTQ6fwK7lxhHDkvJ,0.836,0.0948,0.0304,0.18
2000,0.112,0.734,0.518,7kn2VGWUqPHCOVyQtGD5Tk,0.348,0.284,0.0974,0.168
2001,0.38,0.429,0.532,0cMsgjyZspoAc7uHJPfCn4,0.467,0.201,0.0461,0.155
2002,0.659,0.812,0.672,0XzfEziIh6x7eMww4Aqwko,0.884,0.126,0.259,0.19
2003,0.0173,0.708,0.963,6dEByI0KyB6fZuRcwZGTQ6,0.958,0.219,0.0405,0.0386
2004,0.00588,0.515,0.617,14C1njqSzMgiiyaXZs4vsQ,0.814,0.103,0.0507,0.156
2005,0.137,0.558,0.574,75873et9LxbqWH5Ph6TYfO,0.0296,0.342,0.514,0.437
2006,0.0838,0.76,0.659,6c6ZVwHBpAWxtMIP9H4b8G,0.761,0.122,0.039,0.521
2007,0.154,0.582,0.441,7ywPyKA1akbAH3n7bD9Xus,0.826,0.0877,0.0552,0.0647
2008,0.164,0.273,0.565,2LRGlAf2hmATTi9K9zAiV3,0.88,0.0975,0.0371,0.0342
2009,0.521,0.676,0.92,2OcodFJHsEKkBdlma3ksQk,0.693,0.306,0.072,0.0364
2010,0.0677,0.727,0.828,7dlck0U6iU2xhhc3WRyBIU,0.0911,0.128,0.0545,0.178
2011,0.262,0.744,0.741,6YMZoC94osw8GlAZh4gZg5,0.641,0.0807,0.12,0.575
2012,0.0058,0.508,0.823,5SCjRP2xmaDvktOAemeEEy,0.21,0.389,0.0602,0.387
2013,0.84,0.455,0.31,5sTIgqHz4QoeGC98QNKVcj,0.923,0.108,0.0688,0.0393
2014,0.332,0.92,0.434,7KaFDrqaGFH3Ql6SEFguJq,0.868,0.122,0.0931,0.121
2015,0.805,0.704,0.692,2jtuujlkkFIDowq8qOZ1mK,0.887,0.0992,0.0464,0.269
2016,0.00969,0.624,0.715,25yYsyhKnim0NoSCqBj114,0.882,0.176,0.0403,0.185
2017,0.00247,0.834,0.534,3oBpnSw068uOanWrP0v1NW,0.482,0.113,0.0807,0.0814
2018,0.716,0.589,0.587,27SIyhcBaxRrgG3TmIFYG8,0.845,0.1,0.308,0.568
2019,0.258,0.672,0.832,0FpmpecPrjEjCHLtEVsas9,0.899,0.102,0.0454,0.0673
2020,0.0473,0.637,0.58,4A7A6GIhSLKJBoRenVIHHm,0.864,0.128,0.0401,0.419
2021,0.389,0.546,0.379,5Yu0NlGvoJGHsMdDxgJleM,0.837,0.222,0.0305,0.074
2022,0.0336,0.726,0.824,6YqPiZ3b0YoWGIHuYolqwz,0.709,0.0797,0.0655,0.21
2023,0.00575,0.49,0.707,46JTmrD98mD5fzCDMx207S,0.788,0.165,0.103,0.33
2024,0.063,0.478,0.954,6i5VHHud6P1aKdSl7VFgWE,0.000986,0.309,0.0928,0.628
2025,0.0133,0.859,0.82,0tvL1U2Fpd0OVbx88dhCoB,0.883,0.0767,0.349,0.651
2026,0.4,0.324,0.638,61rvSsNnOWYGhSBMBOYmLg,0.624,0.0702,0.0374,0.259
2027,0.355,0.77,0.687,2j6VGF8Vu560qte9Kqitb5,0.423,0.351,0.241,0.595
2028,0.0105,0.703,0.85,3rzvW9Izpu8tpOcybNs2za,0.738,0.11,0.044,0.55
2029,0.0104,0.511,0.793,2i53VTwL981M6liUtus9FQ,0.874,0.424,0.101,0.139
2030,0.736,0.447,0.594,6Bn55p7uvSx11KtybyIMcG,0.946,0.0788,0.126,0.283
2031,0.18,0.655,0.751,2AfXarK4dUVFqGnDEawi04,3.2e-05,0.152,0.0618,0.525
2032,0.0598,0.543,0.427,5kTjGkuCQJv8fOc5a2YyU8,0.602,0.18,0.128,0.184
2033,0.282,0.71,0.773,4FnbmLIXcEUQZ23sfzrk0v,0.32,0.0972,0.156,0.336
2034,0.773,0.587,0.691,70GBnWr5S9pNvdG24uMNrl,0.223,0.275,0.234,0.384
2035,0.388,0.443,0.525,1pvLTO8AOYwFpnqesBFYGz,0.0167,0.471,0.0519,0.405
2036,0.0415,0.842,0.807,7Mq8YiZK0MTVbBPXjP61Yo,0.593,0.096,0.0522,0.342
2037,0.921,0.624,0.739,1DQqfBHxRRdve4pTQvAGPW,0.926,0.191,0.0278,0.197
2038,0.0042,0.623,0.781,3kv7PV1orFf05UkzYMB5og,0.808,0.192,0.0415,0.682
2039,0.0107,0.763,0.727,6sN8NFlrXew5hTiNhzkEX6,0.803,0.0787,0.0341,0.942
2040,0.0237,0.529,0.739,3AuSogI89rld1KqfUpL3Np,0.607,0.171,0.0718,0.138
2041,0.197,0.426,0.616,2EV5fOQmSf0GUVzbGDBaoa,0.141,0.176,0.0288,0.346
2042,0.157,0.545,0.694,2F3TgMQ8E6ePOsteYx2dn4,0.883,0.103,0.0361,0.0598
2043,0.43,0.56,0.519,5uYe1Y4hAdO7X4AY5prGkJ,0.804,0.145,0.0293,0.286
2044,0.0587,0.805,0.79,4bmVE7WRba4td0JDP6j1HR,0.836,0.665,0.0621,0.23
2045,0.174,0.703,0.548,1E2et0txwvaYaN6wsXhWiI,0.682,0.18,0.0376,0.311
2046,0.031,0.785,0.315,25EvnWgZcUrgyfLtD3cZ3H,0.745,0.337,0.118,0.665
2047,0.41,0.634,0.657,5m4o1robU6yTvFDXXSrH0F,0.931,0.178,0.0358,0.621
2048,0.515,0.479,0.631,38tLZTFMlXVGFn8hrRDRnK,0.815,0.0997,0.0507,0.143
2049,0.181,0.738,0.712,3BshwW9zXjGZopXkZoPTp3,0.32,0.127,0.057,0.561
2050,0.796,0.27,0.448,1MUZjYYA7uctNdHTiya2wU,0.904,0.265,0.0381,0.0564
2051,0.179,0.482,0.384,41oimbc6SsJZe8lflEd4Dg,0.0295,0.402,0.0775,0.188
2052,0.827,0.0955,0.279,7aSx2diQ5W9klgb6Jlv0Sk,0.771,0.11,0.0359,0.0495
2053,0.286,0.452,0.402,51sqyMa0rpgM1WE3FyvbAT,0.919,0.102,0.0416,0.155
2054,0.762,0.617,0.627,4cMjAewISDuwi4D3e38HE6,0.933,0.0994,0.0428,0.539
2055,0.531,0.845,0.47,0XyCmV36TTvNlA295JaCdY,0.236,0.121,0.172,0.292
2056,0.0252,0.624,0.836,6gq4wSgO52XBp9tZtzKC4z,0.422,0.386,0.0439,0.394
2057,0.151,0.637,0.52,1YNjXK8XblJfYjx6GvxT6Q,0.36,0.089,0.0447,0.417
2058,0.469,0.661,0.696,0ztTnwHnyIqU1KfeHnvWMS,0.656,0.288,0.0434,0.0944
2059,0.416,0.809,0.634,53DnUGw53CopV3poTjaCHX,0.782,0.0752,0.0803,0.214
2060,0.145,0.698,0.785,073Kt4UeQxiwRjRIGN7JOs,0.842,0.0906,0.038,0.204
2061,0.0658,0.562,0.682,7KC4nPmiaP6cttZUoN1sTH,0.846,0.0627,0.0278,0.501
2062,0.234,0.843,0.669,3NxK9CxOfeBxgr1DIVAzOv,0.851,0.0962,0.0612,0.14
2063,0.0354,0.741,0.689,4COi0AUDrDEyxT8spDRQde,0.483,0.131,0.0747,0.172
2064,0.831,0.368,0.627,2nOtqboltnadNSXWSFOdKT,0.0348,0.338,0.121,0.228
2065,0.0152,0.778,0.873,4bQ4YPkuk8bxntFlkiZMNW,0.463,0.322,0.054,0.516
2066,0.255,0.666,0.7,4T4ONaDgrV5Osv8M13jilh,0.532,0.168,0.0872,0.468
2067,0.00532,0.62,0.6,5OLDqXrvsGrIkgcxhCTPTQ,0.928,0.0785,0.0437,0.28
2068,0.0101,0.788,0.728,7ylBulyKRVTP6tyTmuFGMR,0.901,0.0595,0.0624,0.704
2069,0.0147,0.705,0.773,3sdLbza2Dux2AIp3BXjSZL,0.283,0.128,0.0701,0.285
2070,0.166,0.394,0.665,59rZ2Gnpjy8OYnnIN8MSOK,0.000751,0.365,0.131,0.0978
2071,0.00779,0.504,0.573,73Gj1dO6t3FiXw63MLxk0J,0.781,0.113,0.0344,0.483
2072,0.0306,0.777,0.621,17IeZrHH0ogSDFNTHbb1fC,0.761,0.0504,0.0801,0.813
2073,0.0469,0.676,0.649,0GNI0augZewOSzJuIJoVDQ,0.818,0.113,0.0418,0.633
2074,0.0264,0.758,0.43,3gUyHbzLsu5IqqLhlkNGeM,0.233,0.121,0.0688,0.267
2075,0.00325,0.687,0.686,0TIhA0iLl0yCifQboC8xZL,0.688,0.113,0.0438,0.344
2076,0.000707,0.594,0.903,3CimWyFfjMn5nfv6uRPTnM,0.0837,0.0662,0.0435,0.328
2077,0.00982,0.814,0.519,2u00CbgIyWfkiLrYgW8IK6,0.882,0.055,0.0439,0.677
2078,0.00214,0.652,0.884,0yoivYSeQR8B1hOKh8QOVi,0.769,0.325,0.0378,0.429
2079,0.000433,0.612,0.868,5s3sFkhVkuB8pvKFfRJQOf,0.115,0.163,0.358,0.665
2080,0.00651,0.772,0.587,4RGWOD71QhTEdOHlnsdQH2,0.731,0.151,0.127,0.442
2081,0.0336,0.531,0.647,2mXqb28UDa2Wt5N588Rmf3,0.778,0.0936,0.131,0.729
2082,0.739,0.406,0.53,6PmsHVre2N9yOjDge00r9c,0.0161,0.108,0.045,0.0701
2083,0.00719,0.639,0.731,17YSGfgY3BizhPL8QDF1gg,0.482,0.204,0.0377,0.371
2084,0.0114,0.514,0.723,6zltLUFtnwh6RBWyt0M3tD,0.136,0.134,0.0502,0.0846
2085,0.0446,0.779,0.478,2qqk3ltiJ7przU6eCfGKRU,0.866,0.0453,0.071,0.361
2086,0.309,0.738,0.632,5NPIdxrekUjCwK67rTLE33,0.888,0.0907,0.0775,0.124
2087,0.0316,0.548,0.532,2vqPxSdN95l0BtQxHV1LQm,0.904,0.123,0.0638,0.244
2088,0.548,0.738,0.589,4XbNwq89Ba6FKDJzQPkCzT,0.74,0.24,0.0556,0.0643
2089,0.0986,0.451,0.635,31hhFS3XZgFH7qhdzmc7Eb,0.787,0.111,0.0519,0.251
2090,0.129,0.592,0.431,6ESEEifLNgeZTdkcvZEzF4,0.109,0.109,0.403,0.0515
2091,0.0762,0.613,0.607,28xaS6V1dhQPVvd3i7svE6,0.446,0.333,0.041,0.151
2092,0.0748,0.553,0.619,6S2GJqUw70uvZqjWxnQ5Lk,0.734,0.103,0.0568,0.0821
2093,0.0996,0.719,0.781,4DRf0AAbiBmMqKnj19Fjou,0.721,0.182,0.0686,0.506
2094,0.0554,0.798,0.814,20JRAHuyW3QPESinpsuxfR,0.0883,0.0684,0.0672,0.078
2095,0.347,0.414,0.496,0qBzyXANW15rYzdZRjjd8C,0.94,0.37,0.0321,0.0673
2096,0.774,0.559,0.466,3IP4wZ3mZRZoeAurPd67O9,0.929,0.0866,0.0362,0.218
2097,0.0851,0.641,0.807,5zZWKugaE2ZmnZN77HVfUH,2.38e-05,0.64,0.239,0.712
2098,0.0404,0.383,0.534,66lQb1LdH0xvnKQbLvecjs,2.55e-06,0.301,0.224,0.261
2099,0.138,0.602,0.597,4ASz2ORBS2TBXeDDAMyqZZ,0.382,0.191,0.0456,0.198
2100,0.221,0.404,0.564,295spZHG57Sr3KMyeQiFfF,0.922,0.0624,0.0344,0.302
2101,0.123,0.656,0.748,2vqEPfJ1OzU4ApcRJRZBwG,0.854,0.0849,0.0378,0.107
2102,0.108,0.694,0.871,2ZsbtrFluQsuzsJMApF6yw,0.786,0.0636,0.0478,0.361
2103,0.312,0.69,0.804,4SzmBRbDVmi0z4Lnc6H1Za,0.775,0.171,0.0675,0.482
2104,0.0424,0.833,0.388,2WekGzL8DVv5TajLtFQYeI,0.708,0.0358,0.0678,0.713
2105,0.000733,0.297,0.491,1lzqDjXyj1yMNUScqaBtR7,0.866,0.0991,0.0391,0.511
2106,0.127,0.677,0.93,294jSnbLXlI4QQpOdN1Q6G,0.104,0.291,0.124,0.531
2107,0.267,0.723,0.629,38VgFlAeT8UQzaDqsI565V,0.875,0.0952,0.0456,0.399
2108,0.0522,0.723,0.61,0Xx9uGL9fstEJWbpndIEN1,0.862,0.0882,0.0402,0.299
2109,0.119,0.578,0.839,2tKtYOAZIeQcE3I6Amdpz8,0.48,0.187,0.0409,0.158
2110,0.00121,0.346,0.676,23mlEBj9iaxaECUcPtjXsV,0.0316,0.118,0.0372,0.0391
2111,0.225,0.369,0.766,7vmLW0qZn0vBgH6WN7ZAnC,0.0,0.148,0.0394,0.148
2112,0.00828,0.772,0.481,4Y5fnKAj3trEyQHw9psXEe,0.796,0.187,0.0449,0.379
2113,0.42,0.505,0.663,4fXcp0LYJiSu0S0h91TS2w,0.888,0.0966,0.0339,0.0742
2114,0.0511,0.622,0.703,51otAp4ocieYr1ogeg4Why,0.803,0.0651,0.0392,0.284
2115,0.416,0.578,0.572,2KtCopegpRfNBw8q2FGFLH,0.587,0.102,0.0479,0.0357
2116,0.197,0.426,0.616,48HS8lpStKuZmCiu4j6fRW,0.141,0.176,0.0288,0.346
2117,0.686,0.357,0.284,5baQfUpWmMPTe6XieK8yhu,0.894,0.113,0.0899,0.168
2118,0.518,0.556,0.517,6R4s0wpBEJ1ExHipty7liM,0.856,0.118,0.0399,0.573
2119,0.143,0.626,0.637,3CGyzYSuMsyD14n1N7muDX,0.786,0.55,0.0355,0.2
2120,0.0216,0.324,0.48,0Mmmd65SNzVYG2zhoSJjzK,0.848,0.166,0.0346,0.214
2121,0.283,0.455,0.761,0c9xNKMfnTh0vnzaj2VZbI,0.492,0.188,0.04,0.124
2122,0.141,0.624,0.696,2vV7JNksaHy11aPOWj120I,0.302,0.104,0.0382,0.727
2123,0.437,0.5,0.574,0ujUmUPw7D8WKeWmDNeIbM,0.933,0.105,0.0293,0.0765
2124,0.347,0.68,0.706,2ErvhMsG9Y60kyJiYVi8zS,0.88,0.127,0.048,0.388
2125,0.266,0.48,0.437,3h0cWnXZgflrcDuNhYgzi5,0.532,0.115,0.0613,0.375
2126,0.055,0.694,0.806,24WFPX01vlFZ8kNKtX6PjM,0.114,0.131,0.0393,0.116
2127,0.451,0.522,0.611,7Km7QsgosczwQY6f4IVbFR,0.953,0.849,0.067,0.177
2128,0.176,0.474,0.443,2IhSU5MMLSMDsxmfdAvMtr,0.885,0.106,0.0722,0.134
2129,0.84,0.445,0.459,0xdPDJMJ5xYByIrSH2aKA4,0.95,0.107,0.0415,0.137
2130,0.178,0.506,0.518,1cXFVAb81Sh0deOedv0HD6,0.00143,0.22,0.264,0.261
2131,0.427,0.695,0.788,36wNtsNnPHtTQJcez5VH45,0.563,0.14,0.0436,0.0369
2132,0.0339,0.687,0.687,3uWx7jnnyDdlJiYUJWqRJh,0.00307,0.312,0.0585,0.549
2133,0.000194,0.604,0.57,5ujD5RF5tGV5wohxxciAJr,0.204,0.157,0.0308,0.0576
2134,0.048,0.691,0.677,31bbvNX7ghgO3pLvUp50iK,0.825,0.106,0.0435,0.121
2135,0.74,0.257,0.304,3zXqPJK854eMWfhzhSTtQr,0.878,0.0976,0.04,0.382
2136,0.816,0.326,0.395,76co4hSffGETnCtEK86gkK,0.196,0.418,0.043,0.205
2137,0.649,0.66,0.606,0JHMusx7591n8jxiNTWHQf,0.916,0.125,0.0595,0.838
2138,0.942,0.314,0.416,3YEYMsIZfF2mU2LQkKJupq,0.908,0.0811,0.0333,0.337
2139,0.141,0.748,0.816,6i2QJEGameaPraR3elBda1,0.784,0.35,0.0373,0.252
2140,0.0876,0.818,0.429,6v9QRcPQo58yQGDiz1Nau3,0.856,0.0901,0.0778,0.6
2141,0.136,0.436,0.675,55CCxcBWmurfDqbrJfphD0,0.926,0.119,0.0485,0.0376
2142,0.18,0.655,0.751,2AfXarK4dUVFqGnDEawi04,3.2e-05,0.152,0.0618,0.525
2143,0.282,0.71,0.773,4FnbmLIXcEUQZ23sfzrk0v,0.32,0.0972,0.156,0.336
2144,0.163,0.81,0.534,76xNAVwiQccBXImICK5zUP,0.115,0.192,0.0425,0.193
2145,0.25,0.31,0.712,0MvmVAHh2afIWYGIBjrna2,5.62e-05,0.231,0.0825,0.167
2146,0.127,0.719,0.491,0K0Xj8Tv4zvwkdPjXTpTX5,0.567,0.112,0.045,0.447
2147,0.172,0.712,0.603,0CLzCWSm0XPLe6xgxjBlwN,5.11e-05,0.118,0.153,0.325
2148,0.261,0.699,0.515,6eAvbCJnRKJmGZOFUqawke,0.46,0.0963,0.0956,0.376
2149,0.871,0.476,0.735,3F02q8GfdmRjRNNuTDN5CM,0.0982,0.162,0.0292,0.0679
2150,0.178,0.506,0.518,1cXFVAb81Sh0deOedv0HD6,0.00143,0.22,0.264,0.261
2151,0.221,0.492,0.806,560anuQ9osy5gKo20TeuBj,0.67,0.225,0.0427,0.143
2152,0.612,0.495,0.4,6cVcfeFrFyubyrKhp2eIXW,5.75e-06,0.343,0.37,0.418
2153,0.0507,0.292,0.687,4xGvxA2OtBDObg31KbDrOU,0.000334,0.143,0.0434,0.0816
2154,0.418,0.566,0.447,0WTRfZzRKgLoJOE6oSOile,0.00443,0.114,0.0372,0.0394
2155,0.875,0.302,0.371,5F7BfCrjjSPoRdjDh2h1bw,0.0002,0.388,0.0577,0.243
2156,0.0527,0.802,0.486,5Y1rJ4et7QRxEpQbCYtSUJ,0.191,0.0738,0.0402,0.392
2157,0.171,0.565,0.534,6BGlP9eGVEvAXUf3I9mdSA,0.876,0.106,0.0336,0.0367
2158,0.834,0.556,0.227,4hboEacHpNTLg2xPmAfjR3,0.8,0.0874,0.0856,0.165
2159,0.0587,0.805,0.79,4bmVE7WRba4td0JDP6j1HR,0.836,0.665,0.0621,0.23
2160,0.128,0.458,0.826,1dv11gVyjFNerzbmG9Qrt4,2.34e-05,0.343,0.166,0.494
2161,0.000433,0.612,0.868,5s3sFkhVkuB8pvKFfRJQOf,0.115,0.163,0.358,0.665
2162,0.00459,0.424,0.471,13KvjWZz7v43z6dHjOPaaa,0.103,0.151,0.0496,0.0398
2163,0.0209,0.697,0.837,3395CBlbk7MNEMm81SpE8W,0.5,0.285,0.0449,0.238
2164,0.00681,0.247,0.5,79Z49RhdzGB8XzGU4TOamJ,0.139,0.111,0.0431,0.0456
2165,0.169,0.732,0.631,2RUV5Mcz5DJK4w0EDOcdGx,0.792,0.109,0.0444,0.248
2166,0.28,0.798,0.371,03HAzloPHlgpo8xY4Kdp1Z,0.828,0.0856,0.0988,0.0791
2167,0.606,0.656,0.508,3lzNXqI9jnQ6ZacKNcRFX4,0.902,0.0787,0.0372,0.103
2168,0.141,0.657,0.584,3vc6u0eaPIsctv1VpYeFJa,0.915,0.106,0.173,0.209
2169,0.154,0.54,0.567,2MAbn97nc5iBjJT88nV90Q,0.947,0.111,0.0412,0.045
2170,0.324,0.668,0.727,0TPI2OKla5SwqlPU2nG4OF,0.895,0.275,0.0395,0.35
2171,0.418,0.566,0.447,3y8fG2oGK5sx7liKZ9oyx7,0.00443,0.114,0.0372,0.0394
2172,0.283,0.62,0.62,10aALnXBTfAJkGTcLNEa3b,0.000877,0.0821,0.0902,0.541
2173,0.00336,0.667,0.701,7qCuPFygwwa85rTvjHDc11,0.0722,0.699,0.329,0.651
