,track_id,track_artist,track_artistid,track_name,track_duration,track_popularity,track_releasedate,track_preview,track_image,track_url,track_playlist
34,6JWxbnNdUEpPaBlhCn16fo,Beatenberg,3S9sb8w9r1iojdrAL1soiU,Ithaca,289213,0,2014-01-01,,https://i.scdn.co/image/ab67616d0000b27303ee528a653ecbec23fd72c1,https://open.spotify.com/track/6JWxbnNdUEpPaBlhCn16fo,eargasm | breathe easy
35,3VGA6JpyTEqrE0aKsouToJ,Rostam,04XggbrM51GcFPTxBYtRXT,Gwan,285946,39,2017-09-15,https://p.scdn.co/mp3-preview/311cea9c5eea9529a74a6811a9fd6f702f95f67f?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b2731dd013b79076d4543a3119b2,https://open.spotify.com/track/3VGA6JpyTEqrE0aKsouToJ,eargasm | breathe easy
36,4Ox2YW750XE3viwBtWygeS,moonweather,2jTReqlg8DnjfZtCq3RzgV,Burn Me,288099,36,2017-04-07,https://p.scdn.co/mp3-preview/2af51af9decb1b7f4a15f6cf20867b7ddae58b01?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b273d01f47dcbf96e8cefe5e4b57,https://open.spotify.com/track/4Ox2YW750XE3viwBtWygeS,eargasm | breathe easy
37,6rEkaGgEj1HLWZ9mjcZDjP,Ralph Castelli,4o16FybIZV7WPD7tOl7PUd,Good Morning,262564,47,2017-09-02,https://p.scdn.co/mp3-preview/e8afd08ffbc553e16b0f032a574f85f328903dc3?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b2731d991cffb50ede9b5a607d2f,https://open.spotify.com/track/6rEkaGgEj1HLWZ9mjcZDjP,eargasm | breathe easy
38,3u63IsigikABWpj8qP0lsQ,Villager,3ql5uzwA1gHtQ4XolMRkEV,July 24th,254858,9,2017-02-18,https://p.scdn.co/mp3-preview/722ed62d170d3b70c07538c5404b8e0f02001308?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b27322b3ee250dd1ce4a8c30211c,https://open.spotify.com/track/3u63IsigikABWpj8qP0lsQ,eargasm | breathe easy
39,6BLtDKhkWJCIm1x0RhCVEx,Whilk & Misky,6m9a3tDNWDe6bVR2csIjEv,My Love,253460,34,2017-06-16,https://p.scdn.co/mp3-preview/af51ceefe4fc83309dcdaf04e2446f6b710d867f?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b273ae134e49be22599e08ef4c91,https://open.spotify.com/track/6BLtDKhkWJCIm1x0RhCVEx,eargasm | breathe easy
40,35QAUfIbfIXT3p3cWhaKxZ,The Lagoons,3oK9o2DLbk1VEda7KOMotd,California,261773,60,2016-08-02,https://p.scdn.co/mp3-preview/68a7f27e7271c4a938339991608476637d3a7cbf?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b273aaa4f5a37bca7943173e8c68,https://open.spotify.com/track/35QAUfIbfIXT3p3cWhaKxZ,eargasm | breathe easy
41,2RGZ13MoeMJu9WACM3uhcY,Maggie Rogers,4NZvixzsSefsNiIqXn0NDe,On + Off,221533,0,2017-01-17,,https://i.scdn.co/image/ab67616d0000b273ea86afa053d5aedd9fc328a5,https://open.spotify.com/track/2RGZ13MoeMJu9WACM3uhcY,eargasm | breathe easy
42,1qp4sHlMWmT6v2MNrOkMey,Maggie Rogers,4NZvixzsSefsNiIqXn0NDe,Alaska,188206,0,2016-10-14,,https://i.scdn.co/image/ab67616d0000b27390ccbf4915fb58a82ea1bb60,https://open.spotify.com/track/1qp4sHlMWmT6v2MNrOkMey,eargasm | breathe easy
43,1Ncfo3Q2IT4oc3RG719AIz,Mosa Wild,37QzcUFUnGIrn6faZJWFnc,Smoke,227121,0,2016-12-09,,https://i.scdn.co/image/ab67616d0000b27395d7359cc0eb550e9043a377,https://open.spotify.com/track/1Ncfo3Q2IT4oc3RG719AIz,eargasm | breathe easy
